DNA Tube ID	Specimen ID	Extracted	Extracted By	Finclip Completely Used	Genome Sequenced (y/n)	on Scicore	second file	Species ID	Sex	Morph	Whole Specimen	Date (YYYY.MM.DD)	Standard Length (cm)	Total Length (cm)	Weight (g)	location
QJC3	S_QJC3							Neoleu	M			2017.02.06	5.9	7.1	4.7	Bulu Point
QJC4	S_QJC4							Neoleu	M			2017.02.06	6.4	7.8	9.2	Bulu Point
QJC5	S_QJC5							Neoleu	M			2017.02.06	7.3	8.6	7.7	Bulu Point
QJC6	S_QJC6							Leppro	M			2017.02.08	26.9	31.4	320.0	Lubugwe River
MUH9	S_MUH9							Varmoo	F			2016.08.21	6.0	7.4	6.8	Toby's Place
OMA1	S_OMA1							Enamel	M			2017.01.27	13.9	16.5	28.9	Mwamahunga
MPD8	S_MPD8							Lepnka	F		S_MPD8	2016.09.09	9.3	11.2	13.5	Kachese
LNH5	S_LNH5							Batvit	F?		S_LNH5	2016.08.23	19.6	24.7	101.2	Chipwa Fishermen
LNH7	S_LNH7							Batvit			S_LNH7	2016.08.23	16.7	20.4	66.0	Chipwa Fishermen
JAD4	S_JAD4							Simdia	F		S_JAD4	2014.07.30	7.3	8.6	11.1	Toby's Place
JAD9	S_JAD9							Ctehor	M		S_JAD9	2014.07.30	11.5	13.5	32.0	Toby's Place
QJD5	S_QJD5							Astbur	NA			2017.02.11	4.3	5.4	2.2	Luichi river
QJD6	S_QJD6							Astbur	NA			2017.02.11				Luichi river
QJC7	S_QJC7							Leppro	F			2017.02.08	23.5	28.3	263.0	Msilambula
QJC8	S_QJC8							Neoleu	M			2017.02.08	6.4	7.8	5.4	Msilambula
QJC9	S_QJC9							Neoleu	F			2017.02.08	6.7	8.0	6.3	Msilambula
QJD1	S_QJD1							Neoleu	M			2017.02.08	9.4	11.7	20.9	Msilambula
QJD2	S_QJD2							Neoleu	M			2017.02.08	8.7	10.8	15.9	Msilambula
QJD3	S_QJD3							Neoleu	M			2017.02.08	8.6	10.8	17.1	Msilambula
ONG5	S_ONG5							Tylpol	M			2017.01.24	19.8	24.5	177.5	Katanga Fishmarket
IQA9	S_IQA9							Neocau	F		S_IQA9	2014.07.21	4.3	5.2	2.4	Toby's Place
IVF7	S_IVF7							Neocra	M		S_IVF7	2014.08.26	5.4	6.8	3.7	Katete 2
IOA1	S_IOA1							Neobue	M		S_IOA1	2014.08.23	6.2	8.3	4.7	Kachese
IOA2	S_IOA2							Neobue	M		S_IOA2	2014.08.23	6.3	8.7	5.1	Kachese
IWA5	S_IWA5							Neobue	M		S_IWA5	2014.08.26	7.5	10.4	7.1	Katete 3
PacBio9/10	S_PacBio8							Boumic	M			2015.08.14	49.5	61.7		Msalaba
PacBio8	S_PacBio8							Boumic	M			2015.08.14	49.5	61.7		Msalaba
MUI1	S_MUI1							Varmoo	M			2016.08.21	5.5	7.0	5.6	Toby's Place
MVA1	S_MVA1							Neotoa	F			2017.01.17	7.7	9.2	12.2	Kaku
MVA2	S_MVA2							Neotoa	M			2017.01.17	8.3	10.2	16.1	Kaku
MVA3	S_MVA3							Neotoa	M			2017.01.17	8.2	10.2	14.4	Kaku
MVA4	S_MVA4							Neotre	F			2017.01.17	7.1	8.6	9.9	Kaku
MVA5	S_MVA5							Neotre	F			2017.01.17	6.7	8.2	9.0	Kaku
MVA6	S_MVA6							Neotre	F			2017.01.17	6.5	8.0	7.6	Kaku
MVA8	S_MVA8							Neowal	M			2017.01.17	6.4	8.9	6.1	Kaku
MVA9	S_MVA9							Neowal	F			2017.01.17	4.5	5.9	2.1	Kaku
MVB1	S_MVB1							Neowal	F			2017.01.17	4.4	5.9	2.0	Kaku
MVB2	S_MVB2							Neowal	M			2017.01.17	5.4	7.5	4.2	Kaku
MVB3	S_MVB3							Neowal	F			2017.01.17	3.9	5.7	1.6	Kaku
MVB5	S_MVB5							Neotre	M			2017.01.17	8.6	10.4	14.4	Kaku
MVB6	S_MVB6							Neotre	M			2017.01.17	7.0	8.6	7.9	Kaku
MVB7	S_MVB7							Neotre	M			2017.01.17	5.8	7.2	4.9	Kaku
MVB8	S_MVB8							Neowal	M			2017.01.17	6.6	8.3	6.8	Kaku
MVC5	S_MVC5							Cypdwj	M			2017.01.18	8.6	10.6	10.4	Nondwa Point
MVC6	S_MVC6							Cypdwj	M			2017.01.18	8.3	10.1	9.0	Nondwa Point
MVC7	S_MVC7							Cypdwj	M			2017.01.18	8.7	10.6	10.4	Nondwa Point
MVC8	S_MVC8							Cypdwj	F			2017.01.18	7.3	8.8	5.4	Nondwa Point
MVC9	S_MVC9							Cypdwj	F			2017.01.18	6.7	8.3	4.9	Nondwa Point
MVD1	S_MVD1							Cypdwj	F			2017.01.18	7.1	8.6	5.4	Nondwa Point
MVD2	S_MVD2							PcybrN	M			2017.01.18	7.0	8.7	4.4	Nondwa Point
MVD3	S_MVD3							PcybrN	F			2017.01.18	6.4	7.7	3.5	Nondwa Point
MVD5	S_MVD5							XenspN	M			2017.01.18	6.9	8.8	6.2	Nondwa Point
MVD8	S_MVD8							XenspN	NA			2017.01.18	6.7	8.3	4.9	Nondwa Point
MVD9	S_MVD9							JulmaN	F			2017.01.18	9.6	12.0	19.9	Nondwa Point
MVE1	S_MVE1							JulmaN	F			2017.01.18	7.7	9.5	9.8	Nondwa Point
MVB4	S_MVB4							NeobriK	M			2017.01.17	6.5	8.5	6.0	Kaku
MVC1	S_MVC1							NeobriK	M			2017.01.17	6.1	8.3	4.8	Kaku
MVB9	S_MVB9							NeobriK	F			2017.01.17	5.8	8.4	4.1	Kaku
MVC4	S_MVC4							NeobriK	M			2017.01.17	6.2	8.5	5.7	Kaku
MVC2	S_MVC2							NeobriK	F			2017.01.17	5.3	7.8	2.9	Kaku
MVC3	S_MVC3							NeobriK	F			2017.01.17	5.2	7.0	3.1	Kaku
MVE2	S_MVE2							Trodub	F			2017.01.18	9.5	11.9	31.4	Nondwa Point
MVE3	S_MVE3							Trodub	F			2017.01.18	8.9	11.4	27.2	Nondwa Point
MVE4	S_MVE4							Limdar	M			2017.01.18	18.6	21.9	154.5	Nondwa Point
MVE5	S_MVE5							Xenoch	M			2017.01.19	8.4	10.5	9.2	George's place
MVE6	S_MVE6							Xenoch	F			2017.01.19	6.6	8.2	4.8	George's place
MVE7	S_MVE7							CalplK	M			2017.01.19	7.2	9.0	7.7	George's place
MUF3	S_MUF3							Gnapfe	F			2016.08.20	7.1	8.7	11.4	Toby's Place
MVE8	S_MVE8							CalplK	F			2017.01.19	7.0	8.8	6.4	George's place
MVE9	S_MVE9							CalplK	F			2017.01.19	6.5	8.1	5.3	George's place
MUD1	S_MUD1							Permic	M			2016.08.20	8.1	10.0	9.7	Toby's Place
MUI4	S_MUI4							Varmoo	M			2016.08.21	4.9	6.2	3.7	Toby's Place
MUE3	S_MUE3							Neomod	F			2016.08.20	7.2	8.5	8.0	Toby's Place
MUH3	S_MUH3							Neocau	F			2016.08.21	4.9	6.0	2.9	Toby's Place
MUH2	S_MUH2							Neocau	M			2016.08.21	5.9	7.2	5.5	Toby's Place
MUB9	S_MUB9							Altfas	M			2016.08.20	8.4	10.0	9.6	Toby's Place
MUC3	S_MUC3							Telvit	M			2016.08.20	5.0	6.1	2.0	Toby's Place
MUE4	S_MUE4							Auldew	F			2016.08.20	6.3	8.2	6.6	Toby's Place
MUI7	S_MUI7							TelteS	M			2016.08.21	5.5	6.6	4.2	Toby's Place
MUI3	S_MUI3							Erecya	M			2016.08.21	4.2	5.0	1.8	Toby's Place
MUI6	S_MUI6							TelteS	F			2016.08.21	4.5	5.5	2.0	Toby's Place
MUD2	S_MUD2							Neotet	M			2016.08.20	8.1	9.9	12.0	Toby's Place
MUD4	S_MUD4							Julorn	F			2016.08.20	5.9	7.2	4.3	Toby's Place
MUG4	S_MUG4							Pcybri	F			2016.08.21	7.6	9.4	6.6	Toby's Place
MUE1	S_MUE1							Chabri	F			2016.08.20	6.6	8.0	6.7	Toby's Place
MUC4	S_MUC4							Neomod	M			2016.08.20	8.0	9.7	13.4	Toby's Place
MUI5	S_MUI5							Erecya	M			2016.08.21	4.5	5.4	2.3	Toby's Place
MUG8	S_MUG8							Cyplep	M			2016.08.21	8.1	9.9	9.5	Toby's Place
MUD9	S_MUD9							Chabri	M			2016.08.20	7.4	8.9	9.5	Toby's Place
MUI8	S_MUI8							Ophven	M			2016.08.21	6.7	9.0	8.6	Toby's Place
MUH5	S_MUH5							Neopul	M			2016.08.21	5.5	7.4	4.1	Toby's Place
MUF1	S_MUF1							TelteS	M			2016.08.20	6.6	8.0	7.3	Toby's Place
MUF7	S_MUF7							Altcom	M			2016.08.21	9.8	11.8	23.4	Toby's Place
MUD8	S_MUD8							Chabri	M			2016.08.20	6.8	8.3	8.3	Toby's Place
MUC7	S_MUC7							Permic	F			2016.08.20	7.4	9.2	7.6	Toby's Place
MUC8	S_MUC8							Permic	F			2016.08.20	7.8	9.7	8.9	Toby's Place
MUG6	S_MUG6							Cyplep	M			2016.08.21	8.1	9.6	9.9	Toby's Place
MUB8	S_MUB8							Julorn	F			2016.08.20	6.4	7.7	4.8	Toby's Place
MUC6	S_MUC6							Permic	M			2016.08.20	8.1	10.0	9.2	Toby's Place
MUC9	S_MUC9							Neotet	F			2016.08.20	8.2	9.9	11.1	Toby's Place
MUG5	S_MUG5							Cyplep	M			2016.08.21	8.2	10.1	10.1	Toby's Place
MUG7	S_MUG7							Cyplep	F			2016.08.21	7.8	9.5	8.1	Toby's Place
MUH4	S_MUH4							Neopul	M			2016.08.21	6.1	7.7	6.1	Toby's Place
MUF6	S_MUF6							Xenspi	M			2016.08.21	7.5	9.8	8.2	Toby's Place
MUF4	S_MUF4							Xenbou	F			2016.08.20	10.0	12.5	20.7	Toby's Place
MUC5	S_MUC5							Calmac	M			2016.08.20	9.4	12.0	21.3	Toby's Place
MUI2	S_MUI2							Auldew	M			2016.08.21	8.9	11.5	19.1	Toby's Place
MUD3	S_MUD3							Gnapfe	M			2016.08.20	8.1	10.0	15.6	Toby's Place
MUF2	S_MUF2							Gnapfe	M			2016.08.20	8.8	10.6	19.0	Toby's Place
MUG1	S_MUG1							Auldew	M			2016.08.21	8.8	11.4	20.2	Toby's Place
MUI9	S_MUI9							Auldew	M			2016.08.21	9.1	11.6	19.4	Toby's Place
MUD7	S_MUD7							Chabri	F			2016.08.20	7.8	9.5	12.6	Toby's Place
MUE2	S_MUE2							Erecya	F			2016.08.20	6.0	7.0	7.1	Toby's Place
MUD6	S_MUD6							Chabri	M			2016.08.20	9.2	11.1	19.1	Toby's Place
MUH1	S_MUH1							JulmaS	F			2016.08.21	9.1	11.0	19.0	Toby's Place
MUE6	S_MUE6							Simple	F			2016.08.20	6.7	8.1	10.0	Toby's Place
MUE8	S_MUE8							Simple	F			2016.08.20	6.4	7.8	9.7	Toby's Place
MUH6	S_MUH6							Ophven	F			2016.08.21	7.1	9.5	11.3	Toby's Place
MUE7	S_MUE7							Simple	M			2016.08.20	7.7	9.3	13.8	Toby's Place
MUD5	S_MUD5							Erecya	F			2016.08.20	5.7	7.1	7.4	Toby's Place
MUE9	S_MUE9							Psccur	F			2016.08.20	6.6	8.1	9.9	Toby's Place
MUC2	S_MUC2							Loblab	M			2016.08.20	14.1	16.9	78.7	Toby's Place
MUE5	S_MUE5							Simple	M			2016.08.20	7.6	9.2	13.2	Toby's Place
MUC1	S_MUC1							Ophven	M			2016.08.20	8.6	11.5	17.3	Toby's Place
MUH7	S_MUH7							Intloo	M			2016.08.21	8.3	10.0	19.9	Toby's Place
MUH8	S_MUH8							Intloo	F			2016.08.21	9.3	11.2	26.4	Toby's Place
MUA1	S_MUA1							Cypmic	M		S_MUA1	2016.08.07	8.0	9.7	7.1	Kalundu DRC
MUA2	S_MUA2							Cypmic	F		S_MUA2	2016.08.07	7.1	8.5	5.1	Kalundu DRC
MUA3	S_MUA3							Neobri	NA		S_MUA3	2016.08.07	4.9	6.6	2.5	Kalundu DRC
MUA4	S_MUA4							Ophhet	M		S_MUA4	2016.08.08	8.3	10.6	12.6	Pemba DRC
MUA5	S_MUA5							Auldew	F		S_MUA5	2016.08.08	5.7	7.7	5.2	Pemba DRC
MUA6	S_MUA6							Ophhet	F		S_MUA6	2016.08.08	6.1	7.6	4.2	Pemba DRC
MUA7	S_MUA7							Ophhet	F		S_MUA7	2016.08.08	6.3	8.0	5.2	Pemba DRC
MUA8	S_MUA8							Ophhet	F		S_MUA8	2016.08.08	5.6	7.2	3.5	Pemba DRC
MUA9	S_MUA9							Tronig	NA		S_MUA9	2016.08.08	6.1	7.4	8.8	Pemba DRC
MUB1	S_MUB1							Neotoa	F			2016.08.08	6.6	7.9	7.0	Pemba DRC
MUB2	S_MUB2							Neotoa	M			2016.08.08	6.7	7.9	7.3	Pemba DRC
MUB3	S_MUB3							Neotoa	NA		S_MUB3	2016.08.08	6.1	7.4	5.8	Pemba DRC
MUB4	S_MUB4							Neotoa	NA		S_MUB4	2016.08.08	6.1	7.2	5.0	Pemba DRC
MUB5	S_MUB5							Auldew	M		S_MUB5	2016.08.08	7.9	10.4	12.7	Pemba DRC
MUB6	S_MUB6							Eremar	M			2016.08.08	4.9	5.8	3.5	Pemba DRC
MUB7	S_MUB7							Eremar	F			2016.08.08	5.4	6.3	4.3	Pemba DRC
MUF5	S_MUF5							Lepelo	M			2016.08.20	13.7	16.2	53.8	Toby's Place
MUF8	S_MUF8							Altcom	F			2016.08.21	7.3	8.5	11.6	Toby's Place
MUF9	S_MUF9							Neofur	M			2016.08.21	9.3	12.7	18.4	Toby's Place
MUG2	S_MUG2							Pcybri	F			2016.08.21	7.9	9.6	9.4	Toby's Place
MUG3	S_MUG3							Pcybri	M			2016.08.21	8.1	10.0	8.1	Toby's Place
MVF1	S_MVF1							CalplK	F			2017.01.19	6.3	8.0	5.2	George's place
MVF2	S_MVF2							CalplK	M			2017.01.19	6.7	8.4	5.9	George's place
MVF3	S_MVF3							CalplK	M			2017.01.19	6.2	8.2	5.0	George's place
MVF4	S_MVF4							CalplK	M			2017.01.19	6.0	7.5	4.7	George's place
MVF5	S_MVF5							CalplK	F			2017.01.19	6.3	7.8	5.0	George's place
MVF6	S_MVF6							CalplK	M			2017.01.19	6.5	8.3	5.7	George's place
MVF7	S_MVF7							CalplK	F			2017.01.19	5.7	7.2	3.9	George's place
MVF8	S_MVF8							Lesper	M			2017.01.19	8.7	11.0	12.1	George's place
MVF9	S_MVF9							Lesper	M			2017.01.19	8.4	10.7	11.4	George's place
MVG1	S_MVG1							Lesper	M			2017.01.19	8.3	10.4	12.0	George's place
MVG2	S_MVG2							Lesper	F			2017.01.19	7.3	9.1	7.2	George's place
MVG3	S_MVG3							Lesper	M?			2017.01.19	7.8	9.9	8.7	George's place
MVG4	S_MVG4							Lesper	F			2017.01.19	6.9	8.9	6.3	George's place
MVG5	S_MVG5							Neobou	M			2017.01.19	6.7	8.0	6.9	George's place
MVG6	S_MVG6							Lesper	F			2017.01.19	7.4	9.4	8.2	George's place
MVG7	S_MVG7							Neobou	F			2017.01.19	4.6	5.7	2.2	George's place
MVG8	S_MVG8							Neobou	M			2017.01.19	5.8	7.2	4.4	George's place
MVG9	S_MVG9							Neobou	M			2017.01.19	6.1	7.2	4.7	George's place
MVH1	S_MVH1							Neobou	F			2017.01.19	4.5	5.5	2.3	George's place
MVH2	S_MVH2							Neobre	F			2017.01.19	4.6	5.5	2.1	George's place
MVH3	S_MVH3							Neobre	F			2017.01.19	2.8	3.4	0.7	George's place
MVH4	S_MVH4							Neobre	M			2017.01.19	4.6	5.5	3.0	George's place
MVH5	S_MVH5							Neobre	M			2017.01.19	4.0	5.0	2.1	George's place
MVH6	S_MVH6							Neobre	M			2017.01.19	4.2	5.1	2.7	George's place
MVH7	S_MVH7							Neobre	F			2017.01.19	2.9	3.5	0.8	George's place
MVH8	S_MVH8	true	Milan	true	false			Neobre	F			2017.01.19	3.0	3.7	0.9	George's place
MVH9	S_MVH9							Neospl	M			2017.01.19	3.4	4.1	0.9	George's place
MVI1	S_MVI1							Neospl	F			2017.01.19	2.6	3.3	0.5	George's place
MVI2	S_MVI2							Neospl	F			2017.01.19	2.1	2.5	0.3	George's place
MVI3	S_MVI3							Neospl	M			2017.01.19	2.6	3.2	0.5	George's place
MVI4	S_MVI4							OphpaK	M			2017.01.20	10.5	15.1	28.6	Mwamahunga
MVI5	S_MVI5							OphpaK	M			2017.01.20	10.0	14.7	22.5	Mwamahunga
MVI6	S_MVI6							OphpaK	M			2017.01.20	8.5	11.0	14.8	Mwamahunga
MVI7	S_MVI7							OphpaK	F			2017.01.20	8.9	11.4	14.2	Mwamahunga
MVI8	S_MVI8							OphpaK	F			2017.01.20	7.8	10.2	11.6	Mwamahunga
MVI9	S_MVI9							OphpaK	F			2017.01.20	8.5	11.1	15.0	Mwamahunga
ONA1	S_ONA1							Trodub	F			2017.01.20	9.0	10.7	22.4	Mwamahunga
ONA2	S_ONA2							Trodub	M			2017.01.20	7.9	10.2	19.7	Mwamahunga
ONA3	S_ONA3							Trodub	M			2017.01.20	7.1	8.8	14.1	Mwamahunga
ONA4	S_ONA4							Trodub	M			2017.01.20	8.9	11.2	23.8	Mwamahunga
ONA5	S_ONA5							Simmrg	M			2017.01.20	9.3	11.2	26.4	Mwamahunga
ONA6	S_ONA6							Simmrg	M			2017.01.20	9.4	11.2	25.2	Mwamahunga
ONA7	S_ONA7							Simmrg	F			2017.01.20	8.4	10.3	18.8	Mwamahunga
ONA8	S_ONA8							Eremar	F			2017.01.20	6.2	7.3	7.4	Mwamahunga
ONA9	S_ONA9							Eremar	F			2017.01.20	6.0	7.2	8.0	Mwamahunga
ONB1	S_ONB1							Eremar	F			2017.01.20	5.8	6.9	6.1	Mwamahunga
ONB2	S_ONB2							Eremar	M			2017.01.20	5.3	6.4	5.1	Mwamahunga
ONB3	S_ONB3							Trobri	F			2017.01.20	8.1	9.8	19.8	Mwamahunga
ONB4	S_ONB4							Telbif	M			2017.01.20	5.6	6.9	3.3	Mwamahunga
ONB5	S_ONB5							Telbif	M			2017.01.20	5.9	7.0	2.8	Mwamahunga
ONB6	S_ONB6							Telbif	M			2017.01.20	5.4	6.4	2.5	Mwamahunga
ONB7	S_ONB7							JulmaN	M			2017.01.20	4.9	6.1	2.3	Mwamahunga
ONB8	S_ONB8							Simmrg	M			2017.01.20	9.3	11.1	26.1	Mwamahunga
ONB9	S_ONB9							Simmrg	F			2017.01.20	8.5	10.1	17.3	Mwamahunga
ONC1	S_ONC1							Simmrg	F			2017.01.20	8.0	9.5	15.6	Mwamahunga
ONC2	S_ONC2							Trobri	F			2017.01.20	8.9	11.6	25.8	Mwamahunga
ONC3	S_ONC3							Trobri	M			2017.01.20	8.4	11.0	21.0	Mwamahunga
ONC4	S_ONC4							Trobri	M			2017.01.20	9.2	11.2	29.5	Mwamahunga
ONC5	S_ONC5							Trobri	M			2017.01.20	9.9	12.7	36.3	Mwamahunga
ONC6	S_ONC6							Trobri	F			2017.01.20	9.3	12.0	29.4	Mwamahunga
ONC8	S_ONC8							Limdar	F			2017.01.21	11.1	13.6	32.9	Kalalangabo
ONC9	S_ONC9							Lamkun	M			2017.01.21	4.4	5.3	1.7	Kalalangabo
OND1	S_OND1							Lamkun	M			2017.01.21	3.9	4.9	1.3	Kalalangabo
QJA1	S_QJA1							Neoleu	F			2017.02.05	6.4	7.5	3.6	Myako
OND2	S_OND2							Petort	F			2017.01.21	12.0	14.7	58.3	Kalalangabo
OND3	S_OND3							Petort	F			2017.01.21	11.3	14.3	43.2	Kalalangabo
OND4	S_OND4							Petort	F			2017.01.21	11.2	13.9	45.5	Kalalangabo
OND5	S_OND5							Petort	M			2017.01.21	9.4	11.3	27.1	Kalalangabo
OND6	S_OND6							Petort	M			2017.01.21	9.3	11.2	24.0	Kalalangabo
OND7	S_OND7							Petort	M			2017.01.21	9.4	11.5	26.4	Kalalangabo
OND8	S_OND8							Leppro	M			2017.01.21	15.7	18.9	68.7	Kalalangabo
ONE1	S_ONE1							XenspN	F			2017.01.21	6.8	8.6	6.0	Kalalangabo
ONE2	S_ONE2							XenspN	M			2017.01.21	7.0	8.9	6.2	Kalalangabo
ONE3	S_ONE3							Leppro	M			2017.01.21	11.2	13.4	25.7	Kalalangabo
ONE4	S_ONE4							Lamkun	F			2017.01.21	2.8	3.3	0.5	Kalalangabo
ONE5	S_ONE5							Lamkun	F			2017.01.21	2.8	3.4	0.5	Kalalangabo
ONE6	S_ONE6							Telbif	F			2017.01.21	2.1	2.5	0.1	Kalalangabo
ONF2	S_ONF2							Cypmic	M			2017.01.23	9.7	12.2	15.2	Mabilibili
ONF3	S_ONF3							Cypmic	M			2017.01.23	9.5	12.0	13.7	Mabilibili
ONF4	S_ONF4							Cypmic	M			2017.01.23	10.5	13.4	18.1	Mabilibili
ONF5	S_ONF5							Cypmic	F			2017.01.23	8.4	10.5	9.1	Mabilibili
ONF6	S_ONF6							Cypmic	F			2017.01.23	6.3	7.7	3.4	Mabilibili
ONF7	S_ONF7							Cypmic	F			2017.01.23	6.9	8.4	5.1	Mabilibili
ONF8	S_ONF8							Limdar	F			2017.01.23	12.5	15.4	45.0	Mabilibili
ONF9	S_ONF9							Leppro	F			2017.01.23	24.0	28.7	255.0	Mabilibili
ONE8	S_ONE8							Lamorn	M		S_ONE8	2017.01.21	5.1	6.1	2.6	Kalalangabo
ONE9	S_ONE9							Lamorn	M		S_ONE9	2017.01.21	4.9	6.0	2.2	Kalalangabo
ONF1	S_ONF1							Lamorn	M		S_ONF1	2017.01.21	5.0	6.0	2.3	Kalalangabo
OND9	S_OND9							Lamorn	M		S_OND9	2017.01.21				Kalalangabo
ONH2	S_ONH2							Neonig	M			2017.01.25	5.3	6.5	3.5	Kananiye
ONH3	S_ONH3							Neonig	F			2017.01.25	4.5	5.6	2.0	Kananiye
ONH4	S_ONH4							Neonig	F			2017.01.25	4.4	5.4	1.8	Kananiye
OMA2	S_OMA2							Enamel	M			2017.01.27	14.1	16.9	32.3	Mwamahunga
ONH5	S_ONH5							Neonig	F			2017.01.25	4.4	5.4	2.0	Kananiye
ONH6	S_ONH6							Petkas	F			2017.01.25	11.3	14.2	47.9	Kananiye
ONH7	S_ONH7							Petkas	M			2017.01.25	16.1	20.6	133.2	Kananiye
ONH8	S_ONH8							Psccur	F			2017.01.25	8.5	10.6	20.6	Kananiye
ONI9	S_ONI9							Enamel	M			2017.01.27	13.9	16.8	30.3	Mwamahunga
ONI6	S_ONI6							NeobriK	M		S_ONI6	2017.01.26	5.9	8.3	4.7	Kaku
ONI7	S_ONI7							NeobriK	F		S_ONI7	2017.01.26	6.1	8.4	4.7	Kaku
ONI5	S_ONI5							NeobriK	M		S_ONI5	2017.01.26	6.4	9.0	5.5	Kaku
ONI8	S_ONI8							NeobriK	F		S_ONI8	2017.01.26	5.4	7.7	3.4	Kaku
ONI4	S_ONI4							NeobriK	F		S_ONI4	2017.01.26	5.3	8.0	3.2	Kaku
ONI3	S_ONI3							NeobriK	F		S_ONI3	2017.01.26	5.6	8.2	4.3	Kaku
ONI2	S_ONI2							NeobriK	M		S_ONI2	2017.01.26	6.3	9.2	5.8	Kaku
OMA3	S_OMA3							Enamel	F			2017.01.27	10.4	12.8	14.4	Mwamahunga
OMA4	S_OMA4							Enamel	F			2017.01.27	10.6	13.0	16.9	Mwamahunga
OMA5	S_OMA5							Enamel	F			2017.01.27	10.8	13.3	15.8	Mwamahunga
OMA6	S_OMA6							Limdar	M			2017.01.28	19.7	23.8	171.9	Kananiye
OMA7	S_OMA7							Limdar	M			2017.01.28	18.4	22.0	136.8	Kananiye
OMA8	S_OMA8							Neodev	M			2017.01.30	5.9	7.5	4.2	Malagarasi 1 (Kigoma)
ONG3	S_ONG3							Tylpol	F			2017.01.24	17.1	21.1	114.1	Katanga Fishmarket
ONG4	S_ONG4							Tylpol	F			2017.01.24	18.1	22.1	127.5	Katanga Fishmarket
ONG6	S_ONG6							Tylpol	M			2017.01.24	18.9	23.0	159.8	Katanga Fishmarket
ONG7	S_ONG7							Tylpol	M			2017.01.24	18.2	22.4	129.9	Katanga Fishmarket
OMA9	S_OMA9							Neodev	M			2017.01.30	5.4	7.2	3.5	Malagarasi 1 (Kigoma)
OMB1	S_OMB1							Neodev	M			2017.01.30	5.1	6.4	2.3	Malagarasi 1 (Kigoma)
OMB2	S_OMB2							Neodev	F			2017.01.30	4.0	5.0	1.3	Malagarasi 1 (Kigoma)
OMB3	S_OMB3							Neodev	F			2017.01.30	3.9	4.9	1.1	Malagarasi 1 (Kigoma)
OMB4	S_OMB4							Neodev	F			2017.01.30	4.6	4.9	1.2	Malagarasi 1 (Kigoma)
OMB5	S_OMB5							Astbur	M			2017.01.30	3.8	4.4	1.4	Malagarasi 1 (Kigoma)
OMD5	S_OMD5							Astbur	F			2017.01.31	5.0	6.2	3.3	Lungonya River
OMB6	S_OMB6							Neodev	F			2017.01.30	3.9	4.9	1.1	Malagarasi 1 (Kigoma)
OMB7	S_OMB7							Astbur	F			2017.01.30	5.2	6.5	4.2	Malagarasi 1 (Kigoma)
OMB9	S_OMB9							Astbur	F			2017.01.31	4.9	6.0	3.3	Lungonya River
OMC1	S_OMC1							Astbur	F			2017.01.31	5.3	6.5	3.7	Lungonya River
OMC2	S_OMC2							Astbur	M?			2017.01.31	4.6	5.7	2.5	Lungonya River
OMC3	S_OMC3							Astbur	F			2017.01.31	7.5	9.2	8.7	Lungonya River
OMC4	S_OMC4							Astbur	F			2017.01.31	4.1	5.1	2.0	Lungonya River
OMC5	S_OMC5							Astbur	M			2017.01.31	3.9	4.9	1.7	Lungonya River
OMC6	S_OMC6							Astbur	F			2017.01.31	5.1	6.3	3.8	Lungonya River
OMC7	S_OMC7							Astbur	F			2017.01.31	6.2	7.7	6.8	Lungonya River
OMC8	S_OMC8							Astbur	M			2017.01.31	6.8	8.3	7.9	Lungonya River
OMC9	S_OMC9							Astbur	F			2017.01.31	4.4	5.4	2.1	Lungonya River
OMD1	S_OMD1							Astbur	F			2017.01.31	3.9	5.0	1.7	Lungonya River
OMD2	S_OMD2							Astbur	F			2017.01.31	6.9	8.4	8.3	Lungonya River
OMD3	S_OMD3							Astbur	F			2017.01.31	5.0	6.2	3.9	Lungonya River
OMD4	S_OMD4							Astbur	F			2017.01.31	4.3	5.4	2.4	Lungonya River
OMD6	S_OMD6							Astbur	F			2017.01.31	3.9	4.9	1.7	Lungonya River
OMD7	S_OMD7							Astbur	M?			2017.01.31	3.9	4.9	1.7	Lungonya River
OMD8	S_OMD8							Astbur	M			2017.01.31	3.2	4.0	1.0	Lungonya River
OMD9	S_OMD9							Astbur	F?			2017.01.31	3.1	3.9	0.8	Lungonya River
OME1	S_OME1							Astbur	F			2017.01.31	6.0	7.4	6.0	Lungonya River
OME2	S_OME2							Astbur	F			2017.01.31	7.8	9.5	13.4	Lungonya River
OME3	S_OME3							Astbur	M			2017.01.31	4.8	5.8	3.0	Lungonya River
OME4	S_OME4							Astbur	M			2017.01.31	7.2	9.0	11.9	Lungonya River
OME8	S_OME8							Batfas	NA			2017.02.02	15.4	18.6	37.2	Nganja
OMF1	S_OMF1							Tanirs	F			2017.02.02	4.3	5.0	1.8	Nganja
OMF2	S_OMF2							Tanirs	M			2017.02.02	4.9	5.9	3.0	Nganja
OMF3	S_OMF3							Neoleu	M			2017.02.02	7.0	8.6	6.9	Nganja
OMF4	S_OMF4							Neoleu	M			2017.02.02	6.6	7.9	5.6	Nganja
OMF5	S_OMF5							Neoleu	M			2017.02.02	8.0	9.6	9.5	Nganja
OMG7	S_OMG7							Leppro	M?			2017.02.04	10.9	13.3	26.1	Kalila Nkwasi
OMF6	S_OMF6							BenhoM	M		S_OMF6	2017.02.04	16.6	24.2	67.8	Kalila Nkwasi
